"Pozo","Estado","Acuífero","Elev.Brocal","Latitud","Longitud","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"SL06","Baja California Sur","SAN LUCAS","14.00","27.233397","-112.226294","","","","","","","","","","","","","","","","","","8.81","","","","","","","","","","","",""
"SL04","Baja California Sur","SAN LUCAS","5.21","27.219856","-112.223561","","","","","4.81","4.6","","","","","4.51","4.47","","","","","","4.66","","","","","","","","","","","",""
"SL03","Baja California Sur","SAN LUCAS","7.44","27.221681","-112.226286","","","","","","","","","","","","","","","","","","6.16","","","","","","","","","","","",""
"SL01","Baja California Sur","SAN LUCAS","6.54","27.220806","-112.224744","6.17","3.82","","","6.08","6.12","","","","","5.79","1.05","","","","","","6.07","","","","","","","","","","","",""
"SB20","Baja California Sur","SAN BRUNO","11.57","27.153136","-112.164886","10.96","10.82","","","10.91","10.92","10.85","","","","10.3","10.63","","","","","","11.16","","","","","","","","","","","",""
"SB18","Baja California Sur","SAN BRUNO","5.52","27.160481","-112.165217","5.15","4.95","","","5.15","5.15","5.24","","","","5.33","5.6","","","","","","5.15","","","","","","","","","","","",""
"SB17","Baja California Sur","SAN BRUNO","5.18","27.162019","-112.167039","5","4.61","","","","4.75","4.88","","","","4.51","4.7","","","","","","4.59","","","","","","","","","","","",""
"SB16","Baja California Sur","SAN BRUNO","13.00","27.165053","-112.171947","8.25","","","","","11.14","","","","","","3.58","","","","","","10.44","","","","","","","","","","","",""
"SB15","Baja California Sur","SAN BRUNO","9.00","27.164378","-112.167806","","","","","4.93","3","4.88","","","","4.87","5.2","","","","","","5.32","","","","","","","","","","","",""
"SB14","Baja California Sur","SAN BRUNO","7.00","27.160619","-112.160861","","","","","3.28","3.3","","","","","3.37","","","","","","","3.5","","","","","","","","","","","",""
"SB13","Baja California Sur","SAN BRUNO","10.85","27.119372","-112.089308","","","","","","","","","","","","","","","","","","10.19","","","","","","","","","","","",""
"SB12","Baja California Sur","SAN BRUNO","9.08","27.128928","-112.103161","","","","","","","","","","","","","","","","","","8.4","","","","","","","","","","","",""
"SB11","Baja California Sur","SAN BRUNO","18.95","27.127833","-112.1083","","","","","","","","","","","","","","","","","","6.54","","","","","","","","","","","",""
"SB10","Baja California Sur","SAN BRUNO","26.00","27.140397","-112.145453","","","","","","","","","","","","","","","","","","17.64","","","","","","","","","","","",""
"SB09","Baja California Sur","SAN BRUNO","9.11","27.153389","-112.143008","8.24","7.11","","","7.67","8.14","8.2","","","","7.67","7.12","","","","","","6.04","","","","","","","","","","","",""
"SB08","Baja California Sur","SAN BRUNO","6.00","27.1579","-112.146847","","4.31","","","5.32","5.35","5.46","","","","","","","","","","","5.4","","","","","","","","","","","",""
"SB06","Baja California Sur","SAN BRUNO","15.49","27.152903","-112.154133","12.64","12.15","","","12.97","13.08","13.11","","","","13.1","12.88","","","","","","10.14","","","","","","","","","","","",""
"SB05","Baja California Sur","SAN BRUNO","5.14","27.159083","-112.15775","4.75","4.13","","","","","","","","","","","","","","","","4.5","","","","","","","","","","","",""
"SB04","Baja California Sur","SAN BRUNO","9.00","27.159536","-112.157281","4.9","","","","3.9","3.95","4.26","","","","3.87","3.62","","","","","","3.73","","","","","","","","","","","",""
"SB03","Baja California Sur","SAN BRUNO","7.83","27.155531","-112.158858","","","","","","","","","","","","","","","","","","7.26","","","","","","","","","","","",""
"SB02","Baja California Sur","SAN BRUNO","8.72","27.155819","-112.161417","","7.32","","","8.27","8.6","","","","","7.95","8.2","","","","","","8.15","","","","","","","","","","","",""
"SB01","Baja California Sur","SAN BRUNO","5.00","27.1674","-112.167953","","","","","","","","","","","","","","","","","","1.6","","","","","","","","","","","",""
"Sapa No.9","Baja California Sur","LA PAZ","64.00","24.063056","-110.310833","","","","","","","","","","","","","","","79.78","","","","80.24","","80.28","","","","","","","","",""
"Sapa No.8","Baja California Sur","LA PAZ","59.00","24.071111","-110.306667","","","","","","","","","","","","","","78.47","78.47","","","78.47","","","","","","","","","","","",""
"Sapa No.7","Baja California Sur","LA PAZ","57.00","24.138611","-110.294444","","","","","","","","","","","","","","","68.6","","","","88.74","","","","","","","","","","",""
"SAPA No.6 R","Baja California Sur","LA PAZ","72.00","23.984722","-110.341389","","","","","","","","","","","","","","","","","","","74.88","","","","","","","","","","",""
"Sapa No.6","Baja California Sur","LA PAZ","37.00","24.133611","-110.307222","","","","","","","","","","","","","","","28.43","","","","","","40.65","","","","","","","","",""
"SAPA No.4 R","Baja California Sur","LA PAZ","76.00","23.994167","-110.332778","","","","","","","","","","","","","","79.46","79.46","","","79.46","109.13","","102.97","","","","","","","","",""
"Sapa No.26","Baja California Sur","LA PAZ","75.00","23.974444","-110.371944","","","","","","","","","","","","","","","","","","","97.34","","95.26","","","","","","","","",""
"Sapa No.25","Baja California Sur","LA PAZ","65.00","23.983333","-110.362222","","","","","","","","","","","","","","","70.55","","","","89.91","","95.7","","","","","","","","",""
"Sapa No.24","Baja California Sur","LA PAZ","63.00","23.992722","-110.351167","","","","","","","","","","","","","","","","","","","84.77","","81.4","","","","","","","","",""
"Sapa No.23  R","Baja California Sur","LA PAZ","62.00","24.002222","-110.34","","","","","","","","","","","","","","67.76","67.76","","","67.76","69.3","","","","","","","","","","",""
"Sapa No.22","Baja California Sur","LA PAZ","72.00","24.011361","-110.329056","","","","","","","","","","","","","","101.74","101.74","","","101.74","107.97","","","","","","","","","","",""
"Sapa No.21","Baja California Sur","LA PAZ","82.00","24.021667","-110.3175","","","","","","","","","","","","","","104.71","104.71","","","104.71","107.92","","112.3","","","","","","","","",""
"Sapa No.2 R","Baja California Sur","LA PAZ","86.00","24.006111","-110.321667","","","","","","","","","","","","","","80.18","80.18","","","80.18","","","106.12","","","","","","","","",""
"Sapa No.2","Baja California Sur","LA PAZ","43.00","24.143056","-110.3025","","","","","","","","","","","","","","","51","","","","","","44.19","","","","","","","","",""
"Sapa No.19  R","Baja California Sur","LA PAZ","102.00","24.015778","-110.309167","","","","","","","","","","","","","","","","","","","117.61","","","","","","","","","","",""
"Sapa No.19","Baja California Sur","LA PAZ","102.00","24.04333","-110.29944","","","","","","","","","","","","","","119.65","119.65","","","119.65","116.11","","","","","","","","","","",""
"Sapa No.18","Baja California Sur","LA PAZ","55.00","24.009167","-110.346667","","","","","","","","","","","","","","","116.75","","","","119","","","","","","","","","","",""
"Sapa No.17 R","Baja California Sur","LA PAZ","62.00","24.03","-110.328333","","","","","","","","","","","","","","","88.04","","","","92.06","","95.6","","","","","","","","",""
"Sapa No.17 BIS","Baja California Sur","LA PAZ","58.00","24.033889","-110.329167","","","","","","","","","","","","","","","","","","","82.56","","97.22","","","","","","","","",""
"Sapa No.16","Baja California Sur","LA PAZ","78.00","24.040833","-110.314444","","","","","","","","","","","","","","90.27","90.27","","","90.27","","","103.5","","","","","","","","",""
"Sapa No.15  BIS","Baja California Sur","LA PAZ","58.00","24.019722","-110.3375","","","","","","","","","","","","","","","63.81","","","","102.8","","63.86","","","","","","","","",""
"Sapa No.15","Baja California Sur","LA PAZ","94.00","24.0525","-110.301389","","","","","","","","","","","","","","102.56","102.56","","","102.56","","","","","","","","","","","",""
"Sapa No.14  R","Baja California Sur","LA PAZ","79.00","24.061667","-110.302222","","","","","","","","","","","","","","","83.92","","","","74.4","","121.62","","","","","","","","",""
"Sapa No.12  R","Baja California Sur","LA PAZ","53.00","24.08","-110.3075","","","","","","","","","","","","","","","69.24","","","","79.72","","70.1","","","","","","","","",""
"Sapa No.11","Baja California Sur","LA PAZ","67.00","24.046389","-110.319722","","","","","","","","","","","","","","75.06","75.06","","","75.06","86.4","","","","","","","","","","",""
"Sapa No.10","Baja California Sur","LA PAZ","68.00","24.055","-110.315278","","","","","","","","","","","","","","","76.84","","","","79.3","","81.41","","","","","","","","",""
"SAPA La Paz (San Pedro)","Baja California Sur","LA PAZ","190.00","23.929722","-110.263889","","","","","","","","","","","","","","34.47","53.75","","","34.47","78.79","","","","","","","","99.34","","",""
"SAPA 2","Baja California Sur","LA PAZ","106.64","23.916011","-110.336061","","","","","","","","","","","","","","","","","","","79.75","","","","","","","","98.45","","",""
"SAPA 1","Baja California Sur","LA PAZ","110.80","23.908291","-110.333516","","","","","","","","","","","","","","","","","","","81.44","","","","","","","","105.01","","",""
"Santiago Olimpico","Baja California Sur","SANTIAGO","98.20","23.527667","-109.7125","","14.39","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S/N_4","Baja California Sur","LA PAZ","42.00","24.025833","-110.3825","1","","","","","","","","","46.22","","46.74","47","46.87","","47.17","47.43","46.87","50.24","","48.31","","","","","","57.82","","",""
"S/N_3","Baja California Sur","LA PAZ","51.00","24.024167","-110.389444","1","","","","","","","","","53.51","","43.93","54.56","54.3","54.17","54.58","54.68","54.3","54.74","","","","","","","","","","",""
"S/N_2","Baja California Sur","LA PAZ","38.00","24.028611","-110.373333","","","","","","","","","","41.62","","42.55","42.67","42.02","","42.92","43.45","42.02","43.5","","43.48","","","","","","","","",""
"S/N_1","Baja California Sur","LA PAZ","8.00","24.091944","-110.402222","","","","","7.38","","","7.81","7.4","7.86","7.65","8.39","7.73","7.63","","8.7","8.1","7.63","","","","","","","","","","","",""
"S/N","Baja California Sur","EL CARRIZAL","198.70","23.798056","-110.292222","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.76","",""
"RANCHO LA MISIÓN 3","Baja California Sur","EL CARRIZAL","208.53","23.765488","-110.254202","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.47","",""
"RANCHO LA MISIÓN 2","Baja California Sur","EL CARRIZAL","192.51","23.762737","-110.257801","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.06","",""
"RANCHO LA MISIÓN 1","Baja California Sur","EL CARRIZAL","309.00","23.776111","-110.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","",""
"R. Calderón","Baja California Sur","SANTO DOMINGO","28.13","24.827","-111.638","","28.24","","28.73","","28.6","28.68","28.63","29.6","","29.1","29.43","","","","","","","","","","","","","","","","","",""
"Patricio Suarez A.","Baja California Sur","LA PAZ","215.00","23.93494","-110.24303","","","","","","","","","","","","","","17.2","17.26","","","17.2","20.99","","","","","","","","17.2","","",""
"OBS.-VIZ-11","Baja California Sur","VIZCAÍNO","54.62","27.911656","-113.793519","38.8","38.1","38.55","38.53","38.47","38.38","","38.79","39.37","39.55","38.86","39.86","39.89","38.59","","38.52","38.73","","","","","","","","","","","","",""
"OBS-VIZ-56","Baja California Sur","VIZCAÍNO","71.49","27.604167","-113.396917","","","","","","","","","31.86","31.38","32.1","32.1","","","","33.98","","","","","","","","","","","","","",""
"OBS-VIZ-55","Baja California Sur","VIZCAÍNO","76.82","27.646306","-113.423722","","","","","40.43","","","40.72","49.87","40.73","42.36","41","41.1","","41","41","","","","","","","","","","","","","33.89",""
"OBS-VIZ-54","Baja California Sur","VIZCAÍNO","71.70","27.648194","-113.473222","36.15","37.05","38.46","38.84","39.7","38.34","","38.2","37.76","37.9","37.33","37.2","37.02","","","37.25","37.3","","","","","","","","","","","","37.07",""
"OBS-VIZ-53","Baja California Sur","VIZCAÍNO","77.01","27.673","-113.470222","42.13","42.23","42.84","42.63","42.23","42.06","","40.89","","41.23","40.98","40.98","41.6","","41.4","41.2","41.69","","","","","","","","","","","","42.65",""
"OBS-VIZ-51","Baja California Sur","VIZCAÍNO","74.69","27.470306","-113.298167","40.95","","42.25","42.37","43.46","","","43.38","43.34","","42.99","42.65","43.27","","44.86","44.8","44.51","","","","","","","","","","","","46.76",""
"OBS-VIZ-50","Baja California Sur","VIZCAÍNO","75.71","27.512889","-113.323056","","43.9","44.9","45.25","44.46","43.93","","44.54","44.12","44.73","44.32","46.02","45.16","","","44.76","44.88","","","","","","","","","","","","",""
"OBS-VIZ-49","Baja California Sur","VIZCAÍNO","62.57","27.541056","-113.377861","31.12","31.63","31.92","32.03","34.85","31.26","","31.08","31.25","32.29","32.1","31.91","31.86","","32.28","32.16","31.93","","","","","","","","","","","","32.7",""
"OBS-VIZ-48","Baja California Sur","VIZCAÍNO","58.05","27.530067","-113.393139","27.83","28.2","28.08","29.3","28.11","27.85","","27.86","27.95","29.45","27.48","28.76","27.73","27.51","27.49","27.55","27.49","","","","","","","","","","","","",""
"OBS-VIZ-47","Baja California Sur","VIZCAÍNO","115.62","27.798608","-113.3729","49.22","48.79","49.6","49.75","49.83","49.37","","40.11","49.87","49.65","50.2","68.46","52.62","","51.96","52.5","52.88","","","","","","","","","","","","",""
"OBS-VIZ-46","Baja California Sur","VIZCAÍNO","117.53","27.785667","-113.36075","","","","44.73","","","","45","40.21","40.66","45","45.1","45","45.51","","45","44.87","","","","","","","","","","","","",""
"OBS-VIZ-45","Baja California Sur","VIZCAÍNO","117.98","27.779247","-113.328153","38.4","38.67","39.27","39.37","39.17","39.54","","40.43","44.63","44.83","41","43.73","40.81","42.7","41.3","40.96","40.64","","","","","","","","","","","","41.15",""
"OBS-VIZ-43","Baja California Sur","VIZCAÍNO","146.67","27.831994","-113.266525","36.89","37.18","37.53","37.31","38.27","37.4","","37.42","37.25","38.92","37.46","37.12","37.6","","37.98","37.88","38.02","","","","","","","","","","","","36.92",""
"OBS-VIZ-37","Baja California Sur","VIZCAÍNO","44.01","27.879925","-113.802867","","","","32.43","","","","","","","32.82","31.19","31.6","","29.35","30.98","31.84","","","","","","","","","","","","",""
"OBS-VIZ-36","Baja California Sur","VIZCAÍNO","51.00","27.822375","-113.701111","","","","","","","","","39.1","39.87","39.87","42.23","37.7","","37.22","","","","","","","","","","","","","","34.82",""
"OBS-VIZ-35","Baja California Sur","VIZCAÍNO","68.64","27.599947","-113.384239","","","","","","","","","","","","31.59","28.34","","","32.67","28.62","","","","","","","","","","","","35.12",""
"OBS-VIZ-34","Baja California Sur","VIZCAÍNO","52.99","27.572375","-113.534375","","21.28","22.75","23.12","22.25","21.88","","20.72","25.04","24.69","21.52","21.52","22.78","22.32","","21.75","22.11","","","","","","","","","","","","18.93",""
"OBS-VIZ-31","Baja California Sur","VIZCAÍNO","31.98","27.615636","-113.6673","","","","10.4","","","","","","","","13.2","12.86","","9.74","","13.83","","","","","","","","","","","","17",""
"OBS-VIZ-30","Baja California Sur","VIZCAÍNO","145.68","27.840139","-113.299111","","","","39.37","41.44","39.33","","39.34","39.37","39.43","39.3","","39.36","","39.7","39.5","40.12","","","","","","","","","","","","38.94",""
"OBS-VIZ-28","Baja California Sur","VIZCAÍNO","79.16","27.667597","-113.468389","","","","42.9","42.37","42.03","","42.22","41.54","","","","41.23","","","41.91","42.01","","","","","","","","","","","","41.43",""
"OBS-VIZ-27","Baja California Sur","VIZCAÍNO","77.25","27.531556","-113.326278","","45.55","45.84","46.7","54.11","55.18","","","44.92","45.44","44.9","45.49","45.7","50.43","","45.19","45.27","","","","","","","","","","","","",""
"OBS-VIZ-26","Baja California Sur","VIZCAÍNO","76.16","27.471083","-113.28975","","","","43.62","42.2","42.9","","43.09","43.15","","43.27","43.84","43.49","42.53","43.56","43.81","44.13","","","","","","","","","","","","44.72",""
"OBS-VIZ-25","Baja California Sur","VIZCAÍNO","63.15","27.510778","-113.382389","27.47","29.4","30","30.3","30.57","30.06","","30.51","29.9","30.72","30.3","29.84","","","29.09","29.28","29.08","","","","","","","","","","","","29.72",""
"OBS-VIZ-24","Baja California Sur","VIZCAÍNO","62.48","27.535861","-113.382639","30.34","31.69","31.98","31.15","30.67","29.89","","29.75","29.36","30.97","31.12","33.26","30.93","44.4","32.26","31.22","31.09","","","","","","","","","","","","",""
"OBS-VIZ-23","Baja California Sur","VIZCAÍNO","58.67","27.530194","-113.374694","33.84","34.57","34.06","34.28","","33.95","","34.25","33.52","33.21","33.11","32.62","33.86","32.65","32.33","32.61","32.33","","","","","","","","","","","","",""
"OBS-VIZ-22","Baja California Sur","VIZCAÍNO","58.26","27.527611","-113.394111","28.23","28.17","28.28","28.33","28.9","27.81","","27.73","27.88","28.43","28.04","23.27","","","28.27","28.4","28.62","","","","","","","","","","","","29.54",""
"OBS-VIZ-21","Baja California Sur","VIZCAÍNO","17.93","27.619825","-113.757294","","","","6.84","","","","6.99","7.1","6.59","6.9","6.9","6.83","7.08","","6.9","6.8","","","","","","","","","","","","",""
"OBS-VIZ-20","Baja California Sur","VIZCAÍNO","59.32","27.595425","-113.490639","","","","","","","","","","","","","","26.28","","","","","","","","","","","","","","","",""
"OBS-VIZ-18","Baja California Sur","VIZCAÍNO","88.16","27.950833","-113.742928","","","","","","","","","","","","","","79.48","","33.13","35.5","","","","","","","","","","","","",""
"OBS-VIZ-17","Baja California Sur","VIZCAÍNO","71.25","27.627611","-113.421664","","","","","","","","","","","","","","37.6","","","","","","","","","","","","","","","38.54",""
"OBS-VIZ-16B","Baja California Sur","VIZCAÍNO","46.00","27.886117","-113.798961","31.85","31.12","31.81","32.32","32.32","31.86","","32.45","32.34","32.04","34.7","27.37","32.2","27.53","","32.33","32.75","","","","","","","","","","","","32.05",""
"OBS-VIZ-16","Baja California Sur","VIZCAÍNO","44.53","27.5445","-113.743761","13.22","13.16","13.16","","13.6","13.94","","13.94","13.98","13.86","14.27","","14.28","","","14.02","","","","","","","","","","","","","",""
"OBS-VIZ-15","Baja California Sur","VIZCAÍNO","80.59","27.668944","-113.436083","","43.57","44.18","","","44.56","","44.63","44.4","","","","44.37","44.34","","","","","","","","","","","","","","","",""
"OBS-VIZ-14","Baja California Sur","VIZCAÍNO","84.27","27.753542","-113.476833","","","","","","43.8","","44.87","44.68","","","","43.97","","","","44.1","","","","","","","","","","","","44.11",""
"OBS-VIZ-13","Baja California Sur","VIZCAÍNO","75.63","27.760631","-113.531753","31.1","35.61","35.88","35.79","","","","36.53","","","","","35.8","35.49","","35.92","35.86","","","","","","","","","","","","",""
"OBS-VIZ-12","Baja California Sur","VIZCAÍNO","29.06","27.889856","-113.856036","","","","23.17","","","","","22.68","22.04","18.09","26.7","23.7","","","21.76","21.87","","","","","","","","","","","","",""
"OBS-VIZ-10","Baja California Sur","VIZCAÍNO","57.43","27.926275","-113.805153","","41.43","41.87","41.68","42.74","41.23","","","42.27","41.43","41.73","","41.15","","","41.87","41.37","","","","","","","","","","","","41.54",""
"OBS-VIZ-09","Baja California Sur","VIZCAÍNO","71.77","27.896689","-113.7322","","46.2","46.51","46.75","46.6","46.61","","","46.56","46.44","46.5","46.8","46.59","46.38","","46.6","46.77","","","","","","","","","","","","46.96",""
"OBS-VIZ-08","Baja California Sur","VIZCAÍNO","8.02","27.68775","-113.830917","","","","","","","","","","","","","4.42","5.71","","","","","","","","","","","","","","","",""
"OBS-VIZ-07","Baja California Sur","VIZCAÍNO","11.25","27.689611","-113.811444","","","","","","","","","","","","","5.62","4.49","","","","","","","","","","","","","","","",""
"OBS-VIZ-06","Baja California Sur","VIZCAÍNO","19.53","27.825667","-113.830583","","","","","","","","","","","","","13.52","7.11","","","","","","","","","","","","","","","12.66",""
"OBS-VIZ-05","Baja California Sur","VIZCAÍNO","11.09","27.811028","-113.854194","","","","","","","","","","","","","6.97","13.61","","","","","","","","","","","","","","","",""
"OBS-VIZ-04","Baja California Sur","VIZCAÍNO","42.00","27.653244","-113.600422","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","",""
"OBS-VIZ-03","Baja California Sur","VIZCAÍNO","38.08","27.535294","-113.588239","","","","","","","","","","","","","11.85","11.77","","","","","","","","","","","","","","","",""
"OBS-VIZ-02","Baja California Sur","VIZCAÍNO","45.46","27.561136","-113.576836","","","","","36.89","16.98","","","15.76","","","","","15","","","15.39","","","","","","","","","","","","",""
"OBS-VIZ-01","Baja California Sur","VIZCAÍNO","53.87","27.571431","-113.522964","20.6","20.53","20.67","20.95","26.15","22.21","","22.6","23.61","22.14","21.82","22.53","21.86","24.35","21.67","23.24","21.73","","","","","","","","","","","","24",""
"MANUEL VELÁZQUEZ","Baja California Sur","SAN BRUNO","11.25","27.152","-112.163","10.74","9.83","","","10.67","10.77","10.6","","","","10.16","","","","","","","10.5","","","","","","","","","","","",""
"M57","Baja California Sur","MULEGÉ","23.00","26.8893","-112.051358","","","","","","","","","","","","","","","","","","16.64","","","","","","","","","","","",""
"M56","Baja California Sur","MULEGÉ","22.59","26.870692","-112.042153","","","","","","","","","","","","","","","","","","17.67","","","","","","","","","","","",""
"M55","Baja California Sur","MULEGÉ","16.00","26.872578","-112.006967","","","","","","","","","","","","","","","","","","8.09","","","","","","","","","","","",""
"M53","Baja California Sur","MULEGÉ","11.73","26.872842","-112.004714","7.82","","","9.11","6.86","8.1","9.18","6.64","","9.46","","9.59","","","","9.5","8.85","5.79","","","4.75","","","","","","","","",""
"M52","Baja California Sur","MULEGÉ","14.00","26.875869","-112.000789","","","","","","","","","","","","","","","","","","7.09","","","","","","","","","","","",""
"M51","Baja California Sur","MULEGÉ","17.00","26.884342","-111.991728","","","","","","","","","","","","","","","","","","3.43","","","","","","","","","","","",""
"M50","Baja California Sur","MULEGÉ","24.00","26.889531","-112.049675","","","","","","","","","","","","","","","","","","17.19","","","","","","","","","","","",""
"M5-M35","Baja California Sur","MULEGÉ","16.34","26.880128","-112.027167","12.48","","","12.7","12.79","13.02","13.16","13.41","13.19","13.09","12.57","12.81","","","","","12.43","12.09","","","10.62","","","","","","","","",""
"M49","Baja California Sur","MULEGÉ","24.00","26.888367","-112.060894","","","","","","","","","","","","","","","","","","19.1","","","","","","","","","","","",""
"M46","Baja California Sur","MULEGÉ","31.86","26.852908","-112.076817","","","","","","","","","","","","","","","","","","29.08","","","","","","","","","","","",""
"M42","Baja California Sur","MULEGÉ","40.00","26.846097","-112.046803","33.9","","","34.01","34.09","34.17","34.38","","","34.42","","35.52","","","","","34.62","34.1","","","31.81","","","","","","","","",""
"M41","Baja California Sur","MULEGÉ","10.20","26.884011","-112.004681","6.23","6","","6.64","6.6","6.75","7","7.11","7.05","7.81","6.55","6.79","","","","6.38","6.72","6.78","","","5.63","","","","","","","","",""
"M40","Baja California Sur","MULEGÉ","10.20","26.881111","-112.000772","6.46","6.57","","6.7","6.71","7.25","7.33","6.97","7.12","7.1","6.51","6.94","","","","7.02","6.93","6.66","","","6.46","","","","","","","","",""
"M38","Baja California Sur","MULEGÉ","9.43","26.880972","-111.997544","5.69","5.7","","6.02","6.09","6.48","6.69","6.48","6.32","6.4","4.96","6.39","","","","6.32","6.52","6.41","","","5.69","","","","","","","","",""
"M36","Baja California Sur","MULEGÉ","8.15","26.883069","-111.996125","4.47","4.5","","4.6","4.33","4.7","5.31","5.73","5.14","5.26","4.56","4.99","","","","5.26","5.26","5.21","","","4.78","","","","","","","","",""
"M34","Baja California Sur","MULEGÉ","14.34","26.882506","-112.019342","10.37","9.63","","10.74","10.55","10.83","11.05","11.2","11.52","13.13","10.27","10.56","","","","10.38","10.28","10.05","","","8.58","","","","","","","","",""
"M33","Baja California Sur","MULEGÉ","13.57","26.882172","-112.018047","","8.9","","9.71","9.73","10","10.23","10.15","10.16","10.29","9.85","10.3","","","","9.4","9.5","9.32","","","7.83","","","","","","","","",""
"M30","Baja California Sur","MULEGÉ","13.32","26.884861","-112.017889","9.52","8.58","","9.76","9.6","9.87","10.24","10.14","9.85","10","9.38","9.92","","","","10.17","9.37","9.01","","","7.56","","","","","","","","",""
"M29","Baja California Sur","MULEGÉ","11.19","26.882417","-112.011717","7.31","6.54","","7.42","7.52","7.79","7.82","7.86","7.8","7.82","7.35","7.46","","","","7.46","6.38","7.11","","","5.95","","","","","","","","",""
"M28","Baja California Sur","MULEGÉ","11.05","26.885711","-112.011081","7.56","6.31","","7.5","7.53","7.85","7.88","7.87","7.91","7.97","6.82","7.86","","","","10.98","7.38","7.2","","","5.79","","","","","","","","",""
"M27","Baja California Sur","MULEGÉ","9.05","26.886822","-112.001519","","","","","","","","","","","","","","","","","7.1","7.29","","","6.47","","","","","","","","",""
"M25","Baja California Sur","MULEGÉ","7.93","26.887783","-111.999022","","","","","","5.07","5.19","4.89","4.97","5.1","4.4","4.8","","","","4.7","4.77","4.79","","","4.29","","","","","","","","",""
"M24","Baja California Sur","MULEGÉ","9.00","26.895656","-111.959972","","","","","","","","","","","","","","","","","","2.54","","","","","","","","","","","",""
"M23","Baja California Sur","MULEGÉ","2.90","26.895856","-111.960006","","","","","","3.94","","2.95","2.75","2.9","","2.75","","","","2.67","2.9","2.95","","","3.15","","","","","","","","",""
"M22","Baja California Sur","MULEGÉ","11.55","26.880192","-112.003406","7.82","7.71","","7.86","7.86","8.39","8.36","8.24","8.57","8.47","7.62","8.21","","","","7.91","","7.87","","","6.91","","","","","","","","",""
"M21","Baja California Sur","MULEGÉ","10.98","26.878983","-112.003181","7.05","","","7.47","7.53","7.84","7.94","7.77","8.02","7.81","7","9.63","","","","7.49","8.51","7.4","","","6.52","","","","","","","","",""
"M20","Baja California Sur","MULEGÉ","12.09","26.877489","-112.005908","","","","","","","","","","","","","","","","","","8.1","","","","","","","","","","","",""
"M19","Baja California Sur","MULEGÉ","12.33","26.877719","-112.008428","8.55","11.63","","8.67","10","9.17","9.36","9.18","9.15","8.02","8.49","8.96","","","","8.74","","6.04","","","7.14","","","","","","","","",""
"M18","Baja California Sur","MULEGÉ","13.38","26.878094","-112.014014","9.88","9.65","","10.4","10.52","10.46","10.46","10.63","9.88","10.23","10.22","9.79","","","","9.59","9.95","9.86","","","12.2","","","","","","","","",""
"M17","Baja California Sur","MULEGÉ","12.10","26.874858","-112.010222","8.37","","","8.79","","9.33","9.14","9.14","8.93","9.01","8.35","8.59","","","","8.55","8.45","8.3","","","7.5","","","","","","","","",""
"M16","Baja California Sur","MULEGÉ","14.77","26.8752","-112.020078","16.62","10.47","","10.35","11.23","11.3","11.4","11.33","11.18","11.39","10.87","11.1","","","","11.67","10.81","10.28","","","8.72","","","","","","","","",""
"M15","Baja California Sur","MULEGÉ","14.27","26.869947","-112.017556","10.11","","","10.5","10.95","11","10.89","11.05","10.9","10.94","11.05","10.63","","","","12.05","10.33","10.43","","","8.73","","","","","","","","",""
"M14","Baja California Sur","MULEGÉ","14.48","26.871014","-112.018847","10.44","","","11","12.07","11.18","11.22","11.32","11.07","10.25","10.69","11","","","","","10.77","10.11","","","8.83","","","","","","","","",""
"M13","Baja California Sur","MULEGÉ","16.24","26.869197","-112.024425","12.06","","","12.35","12.64","12.77","12.75","12.89","12.82","12.91","12.52","12.83","","","","","12.06","11.93","","","10.11","","","","","","","","",""
"M12","Baja California Sur","MULEGÉ","17.77","26.870861","-112.029922","18.54","","","14.14","14.21","14.39","14.48","14.89","14.3","14.35","14.22","14.31","","","","13.64","13.62","13.75","","","11.56","","","","","","","","",""
"M11","Baja California Sur","MULEGÉ","20.69","26.867908","-112.035803","16.24","","","16.65","16.94","17.01","17.12","17.06","17.37","17","17.45","17.1","","","","16.11","16.22","15.84","","","14.11","","","","","","","","",""
"M10","Baja California Sur","MULEGÉ","19.59","26.862883","-112.032206","15.32","14.9","","15.92","16.2","16.2","16.29","17.53","17.2","","15.86","15.71","","","","","","14.94","","","12.93","","","","","","","","",""
"M09","Baja California Sur","MULEGÉ","23.25","26.862294","-112.040097","18.72","18.26","","19.4","19.51","19.45","19.63","19.8","19.41","19.51","19.57","19.37","","","","18.75","18.67","18.32","","","16.2","","","","","","","","",""
"M08","Baja California Sur","MULEGÉ","34.00","26.856583","-112.05325","","","","","","27.59","","","","","","27.54","","","","","26.46","26.02","","","23.95","","","","","","","","",""
"M02","Baja California Sur","MULEGÉ","25.00","26.906167","-112.054428","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","",""
